Fecha,ROI_BTC
2021-07-06,0.0
2021-07-07,0.01155491444865242
2021-07-08,0.0014514167222094976
2021-07-09,-0.02923452643431801
2021-07-10,0.0024547803672723134
2021-07-11,-0.006669504810553395
2021-07-12,0.015596260938673723
2021-07-13,-0.022444749105632877
2021-07-14,-0.031290987469337894
2021-07-15,-0.02837138869579736
2021-07-16,-0.058916549149087394
2021-07-17,-0.07141742051370215
2021-07-18,-0.06670019021570373
2021-07-19,-0.05986951533306373
2021-07-20,-0.08769376661486517
2021-07-21,-0.11926034951168818
2021-07-22,-0.05266159429114792
2021-07-23,-0.041082411573742816
2021-07-24,-0.00872109562299328
2021-07-25,0.01581251937104322
2021-07-26,0.045124480385799526
2021-07-27,0.10136704584699174
2021-07-28,0.16743597099469043
2021-07-29,0.18134859042827478
2021-07-30,0.18511257325648312
2021-07-31,0.24815867573278716
2021-08-01,0.22226089001491123
2021-08-02,0.18303000881311315
2021-08-03,0.1560850781596772
2021-08-04,0.1295969740735592
2021-08-05,0.17513618477170367
2021-08-06,0.2137859957936119
2021-08-07,0.26714153906018434
2021-08-08,0.3165811493920734
2021-08-09,0.3013589592709889
2021-08-10,0.37052917114227446
2021-08-11,0.3503610857992072
2021-08-12,0.35228257073456537
2021-08-13,0.3191535384961286
2021-08-14,0.41400858619771364
2021-08-15,0.39501597363912566
2021-08-16,0.39492234962800676
2021-08-17,0.36184452094054165
2021-08-18,0.3304107747578635
2021-08-19,0.32550561708823356
2021-08-20,0.38611125417827896
2021-08-21,0.46104002099949604
2021-08-22,0.44592856789314395
2021-08-23,0.4616571403318519
2021-08-24,0.4649214570913165
2021-08-25,0.41873338207324506
2021-08-26,0.45352158939098763
2021-08-27,0.38983133364272615
2021-08-28,0.4551937864885047
2021-08-29,0.44830143181851634
2021-08-30,0.44286920587316625
2021-08-31,0.3902576003119531
2021-09-01,0.38935045519507216
2021-09-02,0.4465344931736468
2021-09-03,0.46136258776693406
2021-09-04,0.47857894104155774
2021-09-05,0.47990880113126555
2021-09-06,0.5330143522088802
2021-09-07,0.5567516274871664
2021-09-08,0.38608032042485707
2021-09-09,0.3670387691305832
2021-09-10,0.3765207764546472
2021-09-11,0.3289349615797539
2021-09-12,0.3398709301030207
2021-09-13,0.36578980216401247
2021-09-14,0.3286523841267688
2021-09-15,0.39600296476354835
2021-09-16,0.42701495343218987
2021-09-17,0.4142961462160719
2021-09-18,0.4007784274275903
2021-09-19,0.42953189174613304
2021-09-20,0.39857848661648365
2021-09-21,0.27197998343334984
2021-09-22,0.21065399879166602
2021-09-23,0.28990328209241745
2021-09-24,0.328612873036513
2021-09-25,0.2676145315785894
2021-09-26,0.2662722661907877
2021-09-27,0.2791266076887471
2021-09-28,0.24823134095062338
2021-09-29,0.2168249168404346
2021-09-30,0.23129926653924482
2021-10-01,0.3026608781371616
2021-10-02,0.4277072822758976
2021-10-03,0.4154975759096575
2021-10-04,0.4252112834185433
2021-10-05,0.4561404729802643
2021-10-06,0.5233660463996148
2021-10-07,0.63507390735842
2021-10-08,0.5921467930492386
2021-10-09,0.5941361771183002
2021-10-10,0.6259153868130083
2021-10-11,0.6147430577313626
2021-10-12,0.700459140284567
2021-10-13,0.6582970263432293
2021-10-14,0.7027516952716186
2021-10-15,0.6960726766324601
2021-10-16,0.8213446790806429
2021-10-17,0.8017417789337813
2021-10-18,0.8260274316361929
2021-10-19,0.8340966851371696
2021-10-20,0.9038183967837048
2021-10-21,0.9523647641110569
2021-10-22,0.8488754615386294
2021-10-23,0.796148557520062
2021-10-24,0.8194341796286901
2021-10-25,0.800873761723127
2021-10-26,0.8656882054830901
2021-10-27,0.784761855083761
2021-10-28,0.7346595685326991
2021-10-29,0.792544261187802
2021-10-30,0.8426673420346906
2021-10-31,0.841234733268776
2021-11-01,0.8145498827247912
2021-11-02,0.8066351940122258
2021-11-03,0.8762676281865382
2021-11-04,0.8629064698446605
2021-11-05,0.8194568423237394
2021-11-06,0.8064677676307159
2021-11-07,0.822315799937694
2021-11-08,0.8812092567339354
2021-11-09,0.9956590752039036
2021-11-10,0.9870273828624792
2021-11-11,0.9143880900485939
2021-11-12,0.9209438795645122
2021-11-13,0.9067481805717714
2021-11-14,0.9103371975679377
2021-11-15,0.9498590521063133
2021-11-16,0.8715367763024904
2021-11-17,0.7760837429897354
2021-11-18,0.7841782342065744
2021-11-19,0.6863573002227386
2021-11-20,0.7218823049984593
2021-11-21,0.7678500008738269
2021-11-22,0.7356754788336448
2021-11-23,0.6677551759018585
2021-11-24,0.7086239054061507
2021-11-25,0.7003181085735699
2021-11-26,0.7487386190162448
2021-11-27,0.5916875836005988
2021-11-28,0.6174900018716847
2021-11-29,0.7022652740539783
2021-11-30,0.708334000679232
2021-12-01,0.6842084944446714
2021-12-02,0.688949133251127
2021-12-03,0.6754139582378331
2021-12-04,0.5874337539517023
2021-12-05,0.46335954861360085
2021-12-06,0.4608326005700887
2021-12-07,0.49910267227420513
2021-12-08,0.4974574165845913
2021-12-09,0.49922210678237033
2021-12-10,0.40972627895572966
2021-12-11,0.40207736954852624
2021-12-12,0.46319269187259215
2021-12-13,0.4858938930467178
2021-12-14,0.37845983993399823
2021-12-15,0.43124396454919833
2021-12-16,0.4490071251111778
2021-12-17,0.4086665012194388
2021-12-18,0.3669002653755371
2021-12-19,0.38914640942054257
2021-12-20,0.3795673275384046
2021-12-21,0.3915887802236824
2021-12-22,0.45071921875354537
2021-12-23,0.44142227657094457
2021-12-24,0.506251697205814
2021-12-25,0.5027559044582008
2021-12-26,0.4942153039036197
2021-12-27,0.5059797492304978
2021-12-28,0.4995783970838614
2021-12-29,0.40911096423580484
2021-12-30,0.37557836751510454
2021-12-31,0.398814486228255
2022-01-01,0.37360840791122873
2022-01-02,0.41234233267734965
2022-01-03,0.4004435808628788
2022-01-04,0.3773718704456248
2022-01-05,0.3578147738044093
2022-01-06,0.2862624991593421
2022-01-07,0.2780862717396473
2022-01-08,0.23380390282638963
2022-01-09,0.2336065753732659
2022-01-10,0.24250393052469565
2022-01-11,0.23736944769476098
2022-01-12,0.2671574835986774
2022-01-13,0.30219190591439915
2022-01-14,0.26028879034306707
2022-01-15,0.27848034039066283
2022-01-16,0.2772780204491758
2022-01-17,0.27788589432985566
2022-01-18,0.251824940226852
2022-01-19,0.2547497745693206
2022-01-20,0.23613458290191658
2022-01-21,0.20366478192988802
2022-01-22,0.08654611541895729
2022-01-23,0.03751987633968468
2022-01-24,0.07106368504152849
2022-01-25,0.08366166617480109
2022-01-26,0.09356244655449775
2022-01-27,0.08938927771889915
2022-01-28,0.09993432320134898
2022-01-29,0.11778795868208203
2022-01-30,0.1296453810620679
2022-01-31,0.12317296256668264
2022-02-01,0.13768941614765629
2022-02-02,0.14792087993317682
2022-02-03,0.09439796448474147
2022-02-04,0.10278236704861832
2022-02-05,0.2274091384869188
2022-02-06,0.2277603118645195
2022-02-07,0.25433763511223995
2022-02-08,0.3010199905545887
2022-02-09,0.3047720827303868
2022-02-10,0.3125300236828823
2022-02-11,0.2875976468538164
2022-02-12,0.25446173156195573
2022-02-13,0.24929244538321105
2022-02-14,0.2470274614403687
2022-02-15,0.2617124725149438
2022-02-16,0.3180735541066604
2022-02-17,0.30134286401941557
2022-02-18,0.19879233257701423
2022-02-19,0.18535835957371094
2022-02-20,0.18825371564441884
2022-02-21,0.13551456389983385
2022-02-22,0.09931000165486092
2022-02-23,0.1329587349303898
2022-02-24,0.1015550332140982
2022-02-25,0.1344475714735789
2022-02-26,0.16026311987910513
2022-02-27,0.1573970260636266
2022-02-28,0.11467152105086775
2022-03-01,0.28601942704766947
2022-03-02,0.3141594916132018
2022-03-03,0.30119399169778727
2022-03-04,0.2577405239926409
2022-03-05,0.15705073748604992
2022-03-06,0.1668499357012887
2022-03-07,0.13887499336849718
2022-03-08,0.1243615475542994
2022-03-09,0.14818894567831942
2022-03-10,0.24124454944521556
2022-03-11,0.16622480921582028
2022-03-12,0.1488248621471291
2022-03-13,0.14947408970808018
2022-03-14,0.11972868336873144
2022-03-15,0.1763205355546935
2022-03-16,0.16410745556984563
2022-03-17,0.2184462710621382
2022-03-18,0.2117327637431472
2022-03-19,0.23769616473243893
2022-03-20,0.2500030574550982
2022-03-21,0.2220108125105853
2022-03-22,0.2154031685656781
2022-03-23,0.25512616167210256
2022-03-24,0.27101651460381126
2022-03-25,0.30194923227776105
2022-03-26,0.313075322133507
2022-03-27,0.3181549028179864
2022-03-28,0.38690070260980947
2022-03-29,0.3964628130363823
2022-03-30,0.4031554211496968
2022-03-31,0.3930615433463305
2022-04-01,0.3498763220429171
2022-04-02,0.36738703271652207
2022-04-03,0.3582684416596451
2022-04-04,0.37255056061607883
2022-04-05,0.3800046755875024
2022-04-06,0.3473440465689759
2022-04-07,0.2818946710738981
2022-04-08,0.28666446501524256
2022-04-09,0.2547844145843974
2022-04-10,0.2660439130350385
2022-04-11,0.24921322100888177
2022-04-12,0.1739043188684315
2022-04-13,0.18743254186709746
2022-04-14,0.21726838009541272
2022-04-15,0.18407308466958705
2022-04-16,0.20091325834517515
2022-04-17,0.1969573627389627
2022-04-18,0.17424368233440912
2022-04-19,0.20984381771076976
2022-04-20,0.22774771814689565
2022-04-21,0.22595613835577533
2022-04-22,0.19668165741043575
2022-04-23,0.1777272971160888
2022-04-24,0.17000024948533032
2022-04-25,0.16953794769068486
2022-04-26,0.19898620263950173
2022-04-27,0.12817689375182573
2022-04-28,0.16181963509926867
2022-04-29,0.1777790582693859
2022-04-30,0.143168062276112
2022-05-01,0.11704797028611713
2022-05-02,0.14002509438439237
2022-05-03,0.14030154727007704
2022-05-04,0.11833889482335769
2022-05-05,0.1766286677625819
2022-05-06,0.08254501187807928
2022-05-07,0.06722203396538196
2022-05-08,0.05063156260601431
2022-05-09,0.008176120871960846
2022-05-10,-0.09946666295695283
2022-05-11,-0.08227603127328242
2022-05-12,-0.13926863841647374
2022-05-13,-0.14193318600496796
2022-05-14,-0.1339060626505999
2022-05-15,-0.1093864460202405
2022-05-16,-0.07573425186014948
2022-05-17,-0.11607083616883163
2022-05-18,-0.09768760628363193
2022-05-19,-0.1475736102026114
2022-05-20,-0.10291286602999494
2022-05-21,-0.13610055442696767
2022-05-22,-0.12861701894833077
2022-05-23,-0.1039296365162794
2022-05-24,-0.13862186531173992
2022-05-25,-0.12149026094960291
2022-05-26,-0.12425999453000469
2022-05-27,-0.13271717849614506
2022-05-28,-0.15196729552697097
2022-05-29,-0.14098919822528555
2022-05-30,-0.1280338373469525
2022-05-31,-0.06009252425847322
2022-06-01,-0.057125090605119166
2022-06-02,-0.11877892569199777
2022-06-03,-0.09877039827654854
2022-06-04,-0.12054885397459147
2022-06-05,-0.11632147185741915
